;id_station;nom_station_commune;nom_station;commune;espece;abreviation;nb_individus;,id_station,nom_station_commune,commune,espece,abreviation,nb_individus;;;;;;;;annee
2015;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Chabot;CHA;21;2015,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Chabot,CHA,21;;;;;;;;2015
2015;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Chevesne;CHE;7;2015,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Chevesne,CHE,7;;;;;;;;2015
2013;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Gardon;GAR;1;2013,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Gardon,GAR,1;;;;;;;;2013
2015;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Gardon;GAR;5;2015,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Gardon,GAR,5;;;;;;;;2015
2017;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Gardon;GAR;3;2017,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Gardon,GAR,3;;;;;;;;2017
2010;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Goujon;GOU;8;2010,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Goujon,GOU,8;;;;;;;;2010
2016;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Perche commune;PER;1;2016,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Perche commune,PER,1;;;;;;;;2016
2010;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Rotengle;ROT;2;2010,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Rotengle,ROT,2;;;;;;;;2010
2012;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Vandoise;VAN;1;2012,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Vandoise,VAN,1;;;;;;;;2012
2016;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Ablette;ABL;2;2016,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Ablette,ABL,2;;;;;;;;2016
2014;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Barbeau fluviatile;BAF;10;2014,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Barbeau fluviatile,BAF,10;;;;;;;;2014
2009;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chabot;CHA;25;2009,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chabot,CHA,25;;;;;;;;2009
2010;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chabot;CHA;27;2010,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chabot,CHA,27;;;;;;;;2010
2012;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chevesne;CHE;10;2012,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chevesne,CHE,10;;;;;;;;2012
2015;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chevesne;CHE;22;2015,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chevesne,CHE,22;;;;;;;;2015
2010;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Gardon;GAR;12;2010,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Gardon,GAR,12;;;;;;;;2010
2016;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Gardon;GAR;3;2016,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Gardon,GAR,3;;;;;;;;2016
2011;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Goujon;GOU;3;2011,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Goujon,GOU,3;;;;;;;;2011
2010;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Hotu;HOT;1;2010,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Hotu,HOT,1;;;;;;;;2010
2016;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Perche commune;PER;3;2016,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Perche commune,PER,3;;;;;;;;2016
2017;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Perche commune;PER;41;2017,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Perche commune,PER,41;;;;;;;;2017
2011;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Vandoise;VAN;7;2011,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Vandoise,VAN,7;;;;;;;;2011
2009;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Breme sp.;BRX;3;2009,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Breme sp.,BRX,3;;;;;;;;2009
2009;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chabot;CHA;28;2009,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chabot,CHA,28;;;;;;;;2009
2011;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chabot;CHA;62;2011,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chabot,CHA,62;;;;;;;;2011
2013;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chabot;CHA;15;2013,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chabot,CHA,15;;;;;;;;2013
2015;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chabot;CHA;21;2015,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chabot,CHA,21;;;;;;;;2015
2012;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chevesne;CHE;170;2012,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chevesne,CHE,170;;;;;;;;2012
2011;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Gardon;GAR;118;2011,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Gardon,GAR,118;;;;;;;;2011
2012;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Gardon;GAR;13;2012,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Gardon,GAR,13;;;;;;;;2012
2014;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Goujon;GOU;55;2014,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Goujon,GOU,55;;;;;;;;2014
2019;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Hotu;HOT;1;2019,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Hotu,HOT,1;;;;;;;;2019
2014;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Perche commune;PER;5;2014,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Perche commune,PER,5;;;;;;;;2014
2017;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Perche commune;PER;7;2017,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Perche commune,PER,7;;;;;;;;2017
2017;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Sandre;SAN;1;2017,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Sandre,SAN,1;;;;;;;;2017
2015;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Vandoise;VAN;8;2015,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Vandoise,VAN,8;;;;;;;;2015
2013;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Ablette;ABL;13;2013,id_station,Station numero 7 - NANTERRE,NANTERRE,Ablette,ABL,13;;;;;;;;2013
2016;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Ablette;ABL;20;2016,id_station,Station numero 7 - NANTERRE,NANTERRE,Ablette,ABL,20;;;;;;;;2016
2012;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Barbeau fluviatile;BAF;1;2012,id_station,Station numero 7 - NANTERRE,NANTERRE,Barbeau fluviatile,BAF,1;;;;;;;;2012
2014;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chabot;CHA;70;2014,id_station,Station numero 7 - NANTERRE,NANTERRE,Chabot,CHA,70;;;;;;;;2014
2015;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chabot;CHA;70;2015,id_station,Station numero 7 - NANTERRE,NANTERRE,Chabot,CHA,70;;;;;;;;2015
2018;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chabot;CHA;1;2018,id_station,Station numero 7 - NANTERRE,NANTERRE,Chabot,CHA,1;;;;;;;;2018
2020;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chabot;CHA;10;2020,id_station,Station numero 7 - NANTERRE,NANTERRE,Chabot,CHA,10;;;;;;;;2020
2010;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;31;2010,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,31;;;;;;;;2010
2016;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;24;2016,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,24;;;;;;;;2016
2012;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Gardon;GAR;2;2012,id_station,Station numero 7 - NANTERRE,NANTERRE,Gardon,GAR,2;;;;;;;;2012
2020;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Gardon;GAR;104;2020,id_station,Station numero 7 - NANTERRE,NANTERRE,Gardon,GAR,104;;;;;;;;2020
2010;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Rotengle;ROT;3;2010,id_station,Station numero 7 - NANTERRE,NANTERRE,Rotengle,ROT,3;;;;;;;;2010
2014;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Rotengle;ROT;1;2014,id_station,Station numero 7 - NANTERRE,NANTERRE,Rotengle,ROT,1;;;;;;;;2014
2013;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Vandoise;VAN;1;2013,id_station,Station numero 7 - NANTERRE,NANTERRE,Vandoise,VAN,1;;;;;;;;2013
2019;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Chevesne;CHE;6;2019,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Chevesne,CHE,6;;;;;;;;2019
2022;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Chevesne;CHE;6;2022,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Chevesne,CHE,6;;;;;;;;2022
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Gardon;GAR;17;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Gardon,GAR,17;;;;;;;;2015
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Perche commune;PER;5;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Perche commune,PER,5;;;;;;;;2015
2022;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Perche soleil;PES;2;2022,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Perche soleil,PES,2;;;;;;;;2022
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Rotengle;ROT;6;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Rotengle,ROT,6;;;;;;;;2015
2022;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Rotengle;ROT;3;2022,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Rotengle,ROT,3;;;;;;;;2022
2020;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Vandoise;VAN;30;2020,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Vandoise,VAN,30;;;;;;;;2020
2017;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Chevesne;CHE;6;2017,id_station,Station numero 6bis - NANTERRE,NANTERRE,Chevesne,CHE,6;;;;;;;;2017
2020;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Goujon;GOU;149;2020,id_station,Station numero 6bis - NANTERRE,NANTERRE,Goujon,GOU,149;;;;;;;;2020
2020;id_station;Station Quai de Dion Bouton - PUTEAUX;Station Quai de Dion Bouton;PUTEAUX;Ablette;ABL;6;2020,id_station,Station Quai de Dion Bouton - PUTEAUX,PUTEAUX,Ablette,ABL,6;;;;;;;;2020
2020;id_station;Station Quai de Dion Bouton - PUTEAUX;Station Quai de Dion Bouton;PUTEAUX;Chabot;CHA;3;2020,id_station,Station Quai de Dion Bouton - PUTEAUX,PUTEAUX,Chabot,CHA,3;;;;;;;;2020
2020;id_station;Station Quai de Dion Bouton - PUTEAUX;Station Quai de Dion Bouton;PUTEAUX;Chevesne;CHE;11;2020,id_station,Station Quai de Dion Bouton - PUTEAUX,PUTEAUX,Chevesne,CHE,11;;;;;;;;2020
2020;id_station;Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT;Station Du port Le Grand au Pont de Saint Cloud;BOULOGNE BILLANCOURT;Breme bordeliere;BRB;1;2020,id_station,Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Breme bordeliere,BRB,1;;;;;;;;2020
2020;id_station;Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT;Station Du port Le Grand au Pont de Saint Cloud;BOULOGNE BILLANCOURT;Chabot;CHA;5;2020,id_station,Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Chabot,CHA,5;;;;;;;;2020
2020;id_station;Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT;Station Du port Le Grand au Pont de Saint Cloud;BOULOGNE BILLANCOURT;Vandoise;VAN;3;2020,id_station,Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Vandoise,VAN,3;;;;;;;;2020
2020;id_station;Station Diffuseur Paul Bert - COLOMBES;Station Diffuseur Paul Bert;COLOMBES;Gardon;GAR;26;2020,id_station,Station Diffuseur Paul Bert - COLOMBES,COLOMBES,Gardon,GAR,26;;;;;;;;2020
2020;id_station;Station Diffuseur Paul Bert - COLOMBES;Station Diffuseur Paul Bert;COLOMBES;Rotengle;ROT;1;2020,id_station,Station Diffuseur Paul Bert - COLOMBES,COLOMBES,Rotengle,ROT,1;;;;;;;;2020
2020;id_station;Station Estacade des Mariniers - GENNEVILLIERS;Station Estacade des Mariniers;GENNEVILLIERS;Ablette;ABL;17;2020,id_station,Station Estacade des Mariniers - GENNEVILLIERS,GENNEVILLIERS,Ablette,ABL,17;;;;;;;;2020
2020;id_station;Station Estacade des Mariniers - GENNEVILLIERS;Station Estacade des Mariniers;GENNEVILLIERS;Chabot;CHA;7;2020,id_station,Station Estacade des Mariniers - GENNEVILLIERS,GENNEVILLIERS,Chabot,CHA,7;;;;;;;;2020
2020;id_station;Station Estacade des Mariniers - GENNEVILLIERS;Station Estacade des Mariniers;GENNEVILLIERS;Goujon;GOU;1;2020,id_station,Station Estacade des Mariniers - GENNEVILLIERS,GENNEVILLIERS,Goujon,GOU,1;;;;;;;;2020
2022;id_station;Station Entre pont de Clichy et pont de Gennevilliers - CLICHY;Station Entre pont de Clichy et pont de Gennevilliers;CLICHY;Bouviere;BOU;1;2022,id_station,Station Entre pont de Clichy et pont de Gennevilliers - CLICHY,CLICHY,Bouviere,BOU,1;;;;;;;;2022
2022;id_station;Station Entre pont de Clichy et pont de Gennevilliers - CLICHY;Station Entre pont de Clichy et pont de Gennevilliers;CLICHY;Goujon;GOU;2;2022,id_station,Station Entre pont de Clichy et pont de Gennevilliers - CLICHY,CLICHY,Goujon,GOU,2;;;;;;;;2022
